r,n,phi,eta,mu,srr_node,srr_face
0.051125000000000004,381,1.0,0.994761729629814,113009051.41540763,-4059525.691654615,-4301579.527267593
0.051375000000000004,381,1.0,0.9977493673592414,113345674.36325543,-4076330.145698069,-4198771.593531688
0.051625000000000004,395,1.0,0.9986667145280064,113449229.87418015,-4084010.4796424233,-4130435.719536633
0.051875000000000004,378,1.0,0.9992550455495783,113515755.02500626,-4076134.107900688,-4094474.409274556
0.052125,401,1.0,0.9996257402631251,113557678.52543291,-4060394.3277789825,-4070235.5707891053
0.052375,374,1.0,0.9998273190089365,113580474.95621331,-4040525.5036179926,-4047085.156347427
0.052625,365,1.0,0.9999323814757419,113592355.29927689,-4020634.913596308,-4025910.966581507
0.052875,355,1.0,0.9999759864808125,113597285.49301715,-4000708.621857263,-4004572.79159247
0.053125,332,1.0,0.9999918909385823,113599083.46293363,-3980907.696689268,-3984909.586781003
0.053375,265,1.0,0.9999972318807878,113599687.17469068,-3961442.0636456106,-3964440.9765295796
0.053625,244,1.0,0.9999992770595388,113599918.31146726,-3942327.4547128347,-3944614.6085291803
0.053875,202,1.0,0.9999997884777607,113599976.10160452,-3922992.1969543104,-3924530.083167193
0.054125,180,1.0,0.9999999465913391,113599993.96672516,-3904761.4725302504,-3905949.6981292553
0.054375,163,1.0,0.9999999850862192,113599998.31543995,-3885974.291353297,-3886532.7048467286
0.054625,149,1.0,0.9999999968896116,113599999.64872074,-3867201.9084188747,-3867676.441911104
0.054875,138,1.0,0.9999999994197973,113599999.93447965,-3849372.8545645867,-3849660.7746747946
0.055125,129,1.0,0.9999999998588177,113599999.98405871,-3831386.8609814234,-3832593.8720741984
0.055375,117,1.0,0.9999999999689062,113599999.99648862,-3813264.710828884,-3814216.046505723
0.055625,105,1.0,0.999999999993802,113599999.99930036,-3794819.333095938,-3796233.495829053
0.055875,113,1.0,0.9999999999989461,113599999.99988101,-3776212.9009680655,-3776357.898733195
0.056125,94,1.0,0.9999999999997791,113599999.99997507,-3759626.502464531,-3759737.981724661
0.056375,89,1.0,0.9999999999999356,113599999.9999927,-3743742.2606346756,-3744166.451269026
0.056625,90,1.0,0.9999999999999845,113599999.99999827,-3725672.8415705706,-3726518.6583708995
0.056875,96,1.0,0.9999999999999973,113599999.99999973,-3709022.603083126,-3709117.7292112843
0.057125,93,1.0,1.0,113599999.99999997,-3693343.267356185,-3693664.966548366
0.057375,78,1.0,1.0,113599999.99999997,-3679547.1751261842,-3679870.115846952
0.057625,90,1.0,1.0,113600000.0,-3659697.2675699163,-3660124.344481761
0.057875,81,1.0,1.0,113600000.0,-3647562.3028875836,-3647609.7677628766
0.058125,96,1.0,1.0,113600000.00000001,-3632257.22041362,-3632611.1867024465
0.058375,89,1.0,1.0,113599999.99999999,-3613934.27837959,-3614987.7768289507
0.058625000000000003,81,1.0,1.0,113600000.0,-3597928.2686727783,-3597887.213772981
0.058875000000000004,82,1.0,1.0,113600000.0,-3585499.6926704063,-3585508.421477576
0.059125000000000004,85,1.0,1.0,113599999.99999997,-3571273.226023324,-3571427.84660169
0.059375000000000004,83,1.0,1.0,113599999.99999999,-3551626.510745505,-3552645.5159329977
0.059625000000000004,73,1.0,1.0,113599999.99999999,-3541307.9842686984,-3541228.634835379
0.059875000000000005,77,1.0,1.0,113599999.99999997,-3528894.7223881027,-3529227.8795135184
0.060125,78,1.0,1.0,113599999.99999997,-3516074.208985128,-3516199.175967253
0.060375,88,1.0,1.0,113600000.0,-3496148.8465287616,-3496744.3438385515
